reg_number,aircraft_model,age,airline_code,DATE,FLIGHT,FROM,TO,std_utc,scheduled_dep_hour,dep_delay_minutes,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,flight_legs,cumulative_delay,is_cavok,wind_speed,is_gust,visibility_meters,has_thunderstorm,has_heavy_rain,has_low_vis_fog,time_crawled_UTC,dep_recent_index,dep_recent_delay_avg,actual_turnaround
VN-A617,A321-272N,7.3,VNA,17/04,VN356,HAN,FUK,2026-04-17 18:30:00,18,8.0,24.0,75.0,88.0,7,113.0,0.0,6.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 15:24:50,1.13,14.0,96.0
VN-A814,A330-343,10.4,VJC,17/04,VJ896,DEL,SGN,2026-04-17 18:35:00,18,103.0,28.0,70.0,-10.0,4,90.0,0.0,5.0,0.0,4000.0,0.0,0.0,0.0,2026-04-17 16:54:14,3.76,44.0,93.0
VN-A542,A321-211,10.0,VJC,17/04,VJ859,MNL,SGN,2026-04-17 19:00:00,19,46.0,23.0,50.0,51.0,8,195.0,0.0,2.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 14:26:11,1.75,21.0,97.0
VN-A227,A321-211,13.0,BAV,17/04,QH9345,MNL,DAD,2026-04-17 19:05:00,19,55.0,11.0,65.0,68.0,8,118.0,0.0,4.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 14:26:11,1.75,21.0,123.0
VN-A516,A321-271NX,0.9,VJC,17/04,VJ2828,BAX,HAN,2026-04-17 19:55:00,19,0.0,0.0,234.0,-186.0,2,0.0,,,,,,,,,,,-186.0
VN-A618,A321-272N,7.1,VNA,17/04,VN649,MNL,SGN,2026-04-17 20:05:00,20,22.0,14.0,60.0,68.0,8,92.0,0.0,2.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 14:26:11,1.75,21.0,90.0
VN-A501,A321-272N,7.2,VNA,17/04,VN646,MNL,HAN,2026-04-17 21:20:00,21,9.0,15.0,60.0,78.0,2,15.0,0.0,2.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 14:26:11,1.75,21.0,87.0
VN-A596,A320-251N,6.4,BAV,17/04,QH262,SGN,HAN,2026-04-17 21:43:00,21,0.0,0.0,126.0,126.0,2,0.0,0.0,5.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 15:24:59,1.42,17.0,126.0
VN-A500,A321-271NX,0.9,VJC,17/04,VJ925,ICN,HPH,2026-04-17 22:15:00,22,15.0,30.0,60.0,60.0,2,30.0,0.0,2.0,0.0,7000.0,0.0,0.0,0.0,2026-04-17 21:23:46,0.42,5.0,75.0
VN-A674,A321-271N,7.6,VJC,17/04,VJ123,HAN,SGN,2026-04-17 22:30:00,22,12.0,61.0,395.0,360.0,1,0.0,0.0,3.0,0.0,8000.0,0.0,0.0,0.0,2026-04-17 15:24:50,1.13,14.0,372.0
VN-A324,A321-231,14.8,VNA,17/04,VN1541,HAN,HUI,2026-04-17 22:40:00,22,13.0,0.0,485.0,496.0,1,0.0,0.0,5.0,0.0,8000.0,0.0,0.0,0.0,2026-04-17 15:24:50,1.13,14.0,509.0
VN-A656,A320-214,10.9,VJC,17/04,VJ242,SGN,THD,2026-04-17 22:40:00,22,9.0,6.0,620.0,623.0,1,0.0,0.0,4.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 15:24:59,1.42,17.0,632.0
VN-A393,A321-231,13.5,VNA,17/04,VN101,DAD,SGN,2026-04-17 22:45:00,22,0.0,10.0,530.0,534.0,1,0.0,0.0,5.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 15:24:06,1.67,20.0,533.0
VN-A526,A321-271NX,3.3,VJC,17/04,VJ969,PUS,PQC,2026-04-17 22:45:00,22,0.0,14.0,65.0,83.0,7,63.0,0.0,4.0,0.0,6000.0,0.0,0.0,0.0,2026-04-17 21:17:32,0.42,5.0,83.0
VN-A623,A321-272N,7.1,VNA,17/04,VN1270,SGN,THD,2026-04-17 22:45:00,22,13.0,17.0,995.0,1006.0,1,0.0,0.0,4.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 15:24:59,1.42,17.0,1019.0
VN-A329,A321-231,14.3,VNA,17/04,VN157,HAN,DAD,2026-04-17 22:50:00,22,9.0,7.0,775.0,795.0,1,0.0,0.0,5.0,0.0,8000.0,0.0,0.0,0.0,2026-04-17 15:24:50,1.13,14.0,804.0
VN-A596,A320-251N,6.4,BAV,17/04,QH150,SGN,DAD,2026-04-17 22:55:00,22,0.0,0.0,,-30.0,1,0.0,0.0,4.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 15:24:59,1.42,17.0,-1193.0
VN-A506,A321-272N,6.5,VNA,17/04,VN1621,HAN,UIH,2026-04-17 23:00:00,23,14.0,9.0,480.0,487.0,1,0.0,0.0,5.0,0.0,8000.0,0.0,0.0,0.0,2026-04-17 15:24:50,1.13,14.0,501.0
VN-A890,A350-941,9.4,VNA,17/04,VN243,HAN,SGN,2026-04-17 23:00:00,23,22.0,25.0,50.0,81.0,2,25.0,0.0,5.0,0.0,8000.0,0.0,0.0,0.0,2026-04-17 15:24:50,1.13,14.0,103.0
VN-A544,A321-211,10.0,VJC,17/04,VJ124,SGN,HAN,2026-04-17 23:05:00,23,15.0,81.0,2510.0,2454.0,1,0.0,0.0,5.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 15:24:59,1.42,17.0,2469.0
VN-A666,A320-214,17.2,VJC,17/04,VJ431,HAN,UIH,2026-04-17 23:05:00,23,6.0,26.0,640.0,635.0,1,0.0,0.0,4.0,0.0,6000.0,0.0,0.0,0.0,2026-04-17 15:24:50,1.13,14.0,641.0
VN-A534,A321-271NX,5.3,VJC,17/04,VJ869,PUS,SGN,2026-04-17 23:10:00,23,26.0,49.0,75.0,46.0,10,221.0,0.0,3.0,0.0,8000.0,0.0,0.0,0.0,2026-04-17 21:17:32,0.42,5.0,72.0
VN-A629,A321-211,7.3,VJC,17/04,VJ981,PUS,HAN,2026-04-17 23:10:00,23,12.0,18.0,60.0,73.0,2,18.0,0.0,3.0,0.0,8000.0,0.0,0.0,0.0,2026-04-17 21:17:32,0.42,5.0,85.0
VN-A326,A321-231,14.7,VNA,17/04,VN581,KHH,SGN,2026-04-17 23:30:00,23,16.0,15.0,580.0,581.0,1,0.0,0.0,4.0,0.0,7000.0,0.0,0.0,0.0,2026-04-17 22:20:00,0.0,0.0,597.0
VN-A503,A321-272N,6.8,VNA,17/04,VN110,SGN,DAD,2026-04-17 23:45:00,23,9.0,2.0,455.0,477.0,1,0.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-17 23:19:28,0.0,0.0,486.0
VN-A358,A321-231,17.6,VNA,17/04,VN584,HAN,KHH,2026-04-17 23:50:00,23,0.0,5.0,725.0,714.0,1,0.0,0.0,5.0,0.0,5000.0,0.0,0.0,1.0,2026-04-17 23:19:16,0.0,0.0,-706.0
VN-A505,A321-272N,6.5,VNA,17/04,VN159,HAN,DAD,2026-04-17 23:50:00,23,0.0,59.0,660.0,617.0,1,0.0,0.0,5.0,0.0,5000.0,0.0,0.0,1.0,2026-04-17 23:19:16,0.0,0.0,-811.0
VN-A607,A321-271N,6.8,VJC,17/04,VJ823,NRT,SGN,2026-04-17 23:55:00,23,0.0,24.0,60.0,89.0,22,304.0,0.0,15.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:22:02,1.75,21.0,-1325.0
VN-A334,A321-231,13.8,VNA,18/04,VN343,NGO,SGN,2026-04-18 00:01:00,0,4.0,18.0,91.0,108.0,2,18.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:19:55,0.92,11.0,112.0
VN-A336,A321-231,13.6,VNA,18/04,VN319,NRT,DAD,2026-04-18 00:01:00,0,6.0,8.0,86.0,107.0,9,93.0,0.0,15.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:22:02,1.75,21.0,113.0
VN-A662,A320-214,10.5,VJC,18/04,VJ125,HAN,SGN,2026-04-18 00:01:00,0,12.0,15.0,131.0,134.0,7,163.0,0.0,4.0,0.0,6000.0,0.0,0.0,0.0,2026-04-17 23:19:16,0.0,0.0,146.0
VN-A861,B787-900,10.8,VNA,18/04,VN240,SGN,HAN,2026-04-18 00:01:00,0,18.0,42.0,1011.0,996.0,1,0.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 23:19:28,0.0,0.0,1014.0
JU-1410,A320-214,14.9,BAV,18/04,QH204,SGN,HAN,2026-04-18 00:10:00,0,40.0,0.0,474.0,474.0,1,0.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 23:19:28,0.0,0.0,514.0
VN-A536,A321-271NX,3.2,VJC,18/04,VJ625,DAD,SGN,2026-04-18 00:10:00,0,8.0,48.0,1250.0,1224.0,1,0.0,0.0,5.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:18:17,0.0,0.0,1232.0
VN-A528,A321-271NX,3.1,VJC,18/04,VJ719,DAD,PQC,2026-04-18 00:15:00,0,0.0,0.0,471.0,471.0,1,0.0,0.0,5.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:18:17,0.0,0.0,466.0
VN-A227,A321-211,13.0,BAV,18/04,QH153,DAD,SGN,2026-04-18 00:20:00,0,5.0,55.0,165.0,136.0,9,173.0,0.0,5.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:18:17,0.0,0.0,141.0
VN-A539,A321-271NX,1.4,VJC,18/04,VJ939,KIX,HAN,2026-04-18 00:20:00,0,22.0,24.0,90.0,94.0,8,261.0,0.0,9.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:20:22,0.83,10.0,116.0
VN-A325,A321-231,14.8,VNA,18/04,VN1237,HAN,PQC,2026-04-18 00:25:00,0,17.0,0.0,140.0,181.0,7,86.0,0.0,4.0,0.0,6000.0,0.0,0.0,0.0,2026-04-17 23:19:16,0.0,0.0,198.0
VN-A392,A321-231,13.5,VNA,18/04,VN1660,SGN,TBB,2026-04-18 00:25:00,0,3.0,10.0,515.0,539.0,1,0.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 23:19:28,0.0,0.0,542.0
VN-A323,A321-231,14.9,VNA,18/04,VN661,HAN,SIN,2026-04-18 00:30:00,0,14.0,14.0,705.0,709.0,1,0.0,0.0,4.0,0.0,6000.0,0.0,0.0,0.0,2026-04-17 23:19:16,0.0,0.0,723.0
VN-A523,A321-271NX,0.9,VJC,18/04,VJ933,NRT,HAN,2026-04-18 00:30:00,0,21.0,28.0,90.0,111.0,6,144.0,0.0,15.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:22:02,1.75,21.0,132.0
VN-A650,A320-214,11.1,VJC,18/04,VJ632,SGN,DAD,2026-04-18 00:30:00,0,28.0,6.0,605.0,609.0,1,0.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 23:19:28,0.0,0.0,637.0
VN-A888,A350-941,10.5,VNA,18/04,VN349,NGO,HAN,2026-04-18 00:30:00,0,2.0,12.0,155.0,192.0,2,12.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:19:55,0.92,11.0,194.0
VN-A324,A321-231,14.8,VNA,18/04,VN1540,HUI,HAN,2026-04-18 00:35:00,0,6.0,13.0,34.0,48.0,2,13.0,0.0,5.0,0.0,7000.0,0.0,0.0,0.0,2026-04-17 23:19:39,0.0,0.0,54.0
VN-A332,A321-231,14.3,VNA,18/04,VN1176,SGN,HPH,2026-04-18 00:35:00,0,6.0,17.0,535.0,532.0,1,0.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 23:19:28,0.0,0.0,538.0
VN-A865,B787-900,10.2,VNA,18/04,VN780,MEL,SGN,2026-04-18 00:35:00,0,9.0,1.0,120.0,211.0,2,1.0,0.0,11.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:19:46,1.17,14.0,220.0
VN-A596,A320-251N,6.4,BAV,18/04,QH271,HAN,SGN,2026-04-18 00:37:00,0,0.0,0.0,17.0,1207.0,2,0.0,0.0,4.0,0.0,6000.0,0.0,0.0,0.0,2026-04-17 23:19:16,0.0,0.0,1207.0
VN-A891,A350-941,9.2,VNA,18/04,VN524,SGN,PVG,2026-04-18 00:40:00,0,17.0,32.0,170.0,196.0,2,32.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 23:19:28,0.0,0.0,213.0
VN-A329,A321-231,14.3,VNA,18/04,VN158,DAD,HAN,2026-04-18 00:50:00,0,3.0,9.0,35.0,53.0,2,9.0,0.0,5.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:18:17,0.0,0.0,56.0
VN-A596,A320-251N,6.4,BAV,18/04,QH104,DAD,HAN,2026-04-18 00:55:00,0,266.0,0.0,-83.0,-83.0,1,0.0,0.0,5.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:18:17,0.0,0.0,183.0
VN-A617,A321-272N,7.3,VNA,18/04,VN357,FUK,HAN,2026-04-18 01:00:00,1,17.0,8.0,145.0,173.0,8,121.0,0.0,4.0,0.0,10000.0,0.0,0.0,0.0,2026-04-17 23:17:46,1.0,12.0,190.0
VN-A618,A321-272N,7.1,VNA,18/04,VN112,SGN,DAD,2026-04-18 01:00:00,1,7.0,22.0,130.0,144.0,9,114.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 23:19:28,0.0,0.0,151.0
VN-A863,B787-900,10.6,VNA,18/04,VN245,HAN,SGN,2026-04-18 01:00:00,1,13.0,22.0,115.0,155.0,2,22.0,0.0,4.0,0.0,6000.0,0.0,0.0,0.0,2026-04-17 23:19:16,0.0,0.0,168.0
VN-A866,B787-900,10.2,VNA,18/04,VN423,PUS,SGN,2026-04-18 01:00:00,1,0.0,50.0,130.0,119.0,18,310.0,0.0,3.0,0.0,8000.0,0.0,0.0,0.0,2026-04-17 23:16:38,0.75,9.0,109.0
VN-A656,A320-214,10.9,VJC,18/04,VJ241,THD,SGN,2026-04-18 01:10:00,1,0.0,9.0,30.0,48.0,2,9.0,,,,,,,,2026-04-17 23:23:36,0.0,0.0,43.0
VN-A666,A320-214,17.2,VJC,18/04,VJ430,UIH,HAN,2026-04-18 01:10:00,1,2.0,6.0,30.0,44.0,2,6.0,,,,,,,,2026-04-17 23:22:56,0.0,0.0,46.0
VN-A672,A320-214,10.1,VJC,18/04,VJ127,HAN,SGN,2026-04-18 01:10:00,1,49.0,21.0,29355.0,29344.0,1,0.0,0.0,5.0,0.0,6000.0,0.0,0.0,0.0,2026-04-17 23:19:16,0.0,0.0,29393.0
VN-A506,A321-272N,6.5,VNA,18/04,VN1620,UIH,HAN,2026-04-18 01:15:00,1,10.0,14.0,35.0,42.0,2,14.0,,,,,,,,2026-04-17 23:22:56,0.0,0.0,52.0
VN-A532,A321-211,11.0,VJC,18/04,VJ893,SGN,DPS,2026-04-18 01:15:00,1,76.0,61.0,105.0,73.0,5,119.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-17 23:19:28,0.0,0.0,149.0
VN-A623,A321-272N,7.1,VNA,18/04,VN1271,THD,SGN,2026-04-18 01:20:00,1,0.0,13.0,35.0,47.0,2,13.0,,,,,,,,2026-04-17 23:23:36,0.0,0.0,43.0
VN-A658,A320-214,11.4,VJC,18/04,VJ382,SGN,UIH,2026-04-18 01:25:00,1,8.0,0.0,588.0,588.0,1,0.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,596.0
VN-A815,A330-343,10.3,VJC,18/04,VJ1780,CXR,HAN,2026-04-18 01:30:00,1,,0.0,,96.0,1,0.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-18 01:20:14,0.0,0.0,
VN-A655,A320-214,11.1,VJC,18/04,VJ801,SGN,BKK,2026-04-18 01:35:00,1,23.0,40.0,880.0,850.0,1,0.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,873.0
VN-A503,A321-272N,6.8,VNA,18/04,VN109,DAD,SGN,2026-04-18 01:40:00,1,36.0,9.0,35.0,49.0,2,9.0,0.0,1.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 01:17:14,0.21,2.0,85.0
VN-A535,A321-211,10.1,VJC,18/04,VJ929,HAN,CGK,2026-04-18 01:40:00,1,9.0,20.0,850.0,829.0,1,0.0,0.0,6.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 01:18:01,1.0,12.0,838.0
VN-A390,A321-231,13.5,VNA,18/04,VN1591,HAN,VDH,2026-04-18 01:45:00,1,141.0,33.0,775.0,766.0,1,0.0,0.0,6.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 01:18:01,1.0,12.0,907.0
VN-A544,A321-211,10.0,VJC,18/04,VJ129,HAN,SGN,2026-04-18 01:45:00,1,26.0,15.0,30.0,40.0,2,15.0,0.0,6.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 01:18:01,1.0,12.0,66.0
VN-A634,A321-211,8.3,VJC,18/04,VJ447,HAN,PQC,2026-04-18 01:45:00,1,11.0,0.0,,290.0,1,0.0,0.0,6.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 01:18:01,1.0,12.0,301.0
VN-A505,A321-272N,6.5,VNA,18/04,VN160,DAD,HAN,2026-04-18 01:50:00,1,5.0,0.0,35.0,1489.0,2,0.0,0.0,1.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 01:17:14,0.21,2.0,1494.0
VN-A522,A321-211,10.8,VJC,18/04,VJ809,SGN,HKT,2026-04-18 01:50:00,1,19.0,40.0,170.0,170.0,6,139.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,189.0
VN-A639,A321-211,8.2,VJC,18/04,VJ272,SGN,HPH,2026-04-18 02:00:00,2,6.0,20.0,660.0,656.0,1,0.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,662.0
VN-A674,A321-271N,7.6,VJC,18/04,VJ630,SGN,DAD,2026-04-18 02:00:00,2,61.0,12.0,80.0,93.0,2,12.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,154.0
VN-A890,A350-941,9.4,VNA,18/04,VN244,SGN,HAN,2026-04-18 02:00:00,2,29.0,22.0,50.0,60.0,3,47.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,89.0
VN-A335,A321-231,13.6,VNA,18/04,VN402,SGN,ICN,2026-04-18 02:05:00,2,13.0,54.0,745.0,718.0,1,0.0,0.0,5.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,731.0
VN-A616,A321-272N,6.9,VNA,18/04,VN431,ICN,DAD,2026-04-18 02:05:00,2,25.0,3.0,305.0,340.0,1,0.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-18 01:22:07,1.42,17.0,365.0
VN-A392,A321-231,13.5,VNA,18/04,VN1661,TBB,SGN,2026-04-18 02:10:00,2,0.0,3.0,35.0,55.0,2,3.0,,,,,,,,2026-04-18 01:22:03,0.0,0.0,51.0
VN-A393,A321-231,13.5,VNA,18/04,VN651,SGN,SIN,2026-04-18 02:10:00,2,12.0,0.0,110.0,148.0,2,0.0,0.0,5.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,160.0
VN-A516,A321-271NX,0.9,VJC,18/04,VJ2828,HAN,,2026-04-18 02:32:00,2,0.0,0.0,,17.0,1,0.0,0.0,6.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 01:18:01,1.0,12.0,17.0
VN-A501,A321-272N,7.2,VNA,18/04,VN165,HAN,DAD,2026-04-18 02:35:00,2,13.0,9.0,120.0,138.0,3,24.0,0.0,6.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 01:18:01,1.0,12.0,151.0
VN-A528,A321-271NX,3.1,VJC,18/04,VJ718,PQC,DAD,2026-04-18 02:35:00,2,3.0,0.0,35.0,63.0,2,0.0,0.0,5.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 01:20:42,0.0,0.0,66.0
VN-A653,A321-271N,7.5,VJC,18/04,VJ92,PER,SGN,2026-04-18 02:35:00,2,4.0,17.0,100.0,127.0,2,17.0,0.0,9.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 02:20:57,0.92,11.0,131.0
VN-A662,A320-214,10.5,VJC,18/04,VJ128,SGN,HAN,2026-04-18 02:40:00,2,25.0,12.0,30.0,43.0,8,175.0,0.0,5.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,68.0
VN-A618,A321-272N,7.1,VNA,18/04,VN113,DAD,SGN,2026-04-18 02:55:00,2,11.0,7.0,35.0,48.0,10,121.0,0.0,4.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 01:17:14,0.21,2.0,59.0
VN-A646,A321-271N,8.2,VJC,18/04,VJ274,SGN,HPH,2026-04-18 03:00:00,3,18.0,6.0,230.0,242.0,5,57.0,0.0,5.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,260.0
VN-A861,B787-900,10.8,VNA,18/04,VN247,HAN,SGN,2026-04-18 03:00:00,3,28.0,18.0,50.0,62.0,2,18.0,0.0,6.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 01:18:01,1.0,12.0,90.0
VN-A227,A321-211,13.0,BAV,18/04,QH154,SGN,DAD,2026-04-18 03:05:00,3,16.0,5.0,75.0,98.0,10,178.0,0.0,5.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,114.0
VN-A596,A320-251N,6.4,BAV,18/04,QH1415,HAN,CXR,2026-04-18 03:05:00,3,260.0,266.0,45.0,-202.0,2,266.0,0.0,8.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 01:18:01,1.0,12.0,58.0
VN-A658,A320-214,11.4,VJC,18/04,VJ383,UIH,SGN,2026-04-18 03:05:00,3,4.0,8.0,30.0,45.0,2,8.0,,,,,,,,2026-04-18 01:20:53,0.0,0.0,49.0
JU-1410,A320-214,14.9,BAV,18/04,QH211,HAN,SGN,2026-04-18 03:10:00,3,46.0,40.0,50.0,31.0,2,40.0,0.0,8.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 01:18:01,1.0,12.0,77.0
VN-A325,A321-231,14.8,VNA,18/04,VN1236,PQC,HAN,2026-04-18 03:10:00,3,19.0,17.0,35.0,42.0,8,103.0,0.0,6.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 01:20:42,0.0,0.0,61.0
VN-A329,A321-231,14.3,VNA,18/04,VN532,HAN,PVG,2026-04-18 03:10:00,3,20.0,3.0,55.0,75.0,3,12.0,0.0,8.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 01:18:01,1.0,12.0,95.0
VN-A693,A321-271N,7.0,VJC,18/04,VJ852,SGN,RMQ,2026-04-18 03:10:00,3,27.0,9.0,800.0,810.0,1,0.0,0.0,5.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,837.0
VN-A332,A321-231,14.3,VNA,18/04,VN1177,HPH,SGN,2026-04-18 03:15:00,3,18.0,6.0,35.0,57.0,2,6.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 01:17:59,0.0,0.0,75.0
VN-A812,A330-343,15.5,VJC,18/04,VJ83,SGN,BNE,2026-04-18 03:15:00,3,32.0,11.0,315.0,310.0,1,0.0,0.0,5.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 01:18:11,0.71,8.0,342.0
VN-A324,A321-231,14.8,VNA,18/04,VN592,HAN,HKG,2026-04-18 03:25:00,3,10.0,6.0,90.0,108.0,3,19.0,0.0,8.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 03:18:10,1.0,12.0,118.0
VN-A390,A321-231,13.5,VNA,18/04,VN1590,VDH,HAN,2026-04-18 03:25:00,3,133.0,141.0,35.0,-81.0,2,141.0,,,,,,,,2026-04-18 03:17:35,0.0,0.0,52.0
VN-A506,A321-272N,6.5,VNA,18/04,VN663,HAN,SIN,2026-04-18 03:40:00,3,14.0,10.0,45.0,56.0,3,24.0,0.0,7.0,0.0,8000.0,0.0,0.0,0.0,2026-04-18 03:18:10,1.0,12.0,70.0
VN-A674,A321-271N,7.6,VJC,18/04,VJ629,DAD,SGN,2026-04-18 03:50:00,3,71.0,61.0,30.0,-11.0,3,73.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:17:19,1.0,12.0,60.0
VN-A500,A321-271NX,0.9,VJC,18/04,VJ671,HPH,BMV,2026-04-18 03:55:00,3,7.0,15.0,60.0,56.0,3,45.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:18:08,0.0,0.0,63.0
VN-A392,A321-231,13.5,VNA,18/04,VN126,SGN,DAD,2026-04-18 04:00:00,4,2.0,0.0,40.0,70.0,3,3.0,0.0,5.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 03:18:22,0.67,8.0,72.0
VN-A505,A321-272N,6.5,VNA,18/04,VN167,HAN,DAD,2026-04-18 04:00:00,4,18.0,5.0,45.0,60.0,3,5.0,0.0,7.0,0.0,8000.0,0.0,0.0,0.0,2026-04-18 03:18:10,1.0,12.0,78.0
VN-A863,B787-900,10.6,VNA,18/04,VN246,SGN,HAN,2026-04-18 04:00:00,4,18.0,13.0,50.0,63.0,3,35.0,0.0,5.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 03:18:22,0.67,8.0,81.0
VN-A889,A350-941,10.4,VNA,18/04,VN211,HAN,SGN,2026-04-18 04:00:00,4,90.0,54.0,1040.0,995.0,1,0.0,0.0,7.0,0.0,8000.0,0.0,0.0,0.0,2026-04-18 03:18:10,1.0,12.0,1085.0
JU-1410,A320-214,14.9,BAV,18/04,QH240,SGN,HAN,2026-04-18 04:05:00,4,157.0,46.0,-80.0,-99.0,1,0.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 03:18:22,0.67,8.0,58.0
VN-A358,A321-231,17.6,VNA,18/04,VN585,KHH,HAN,2026-04-18 04:05:00,4,0.0,0.0,105.0,1559.0,2,0.0,0.0,9.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 02:18:50,0.0,0.0,1541.0
VN-A525,A321-271NX,2.5,VJC,18/04,VJ507,HAN,DAD,2026-04-18 04:10:00,4,40.0,18.0,1340.0,1324.0,1,0.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:18:10,1.0,12.0,1364.0
VN-A810,A330-343,17.5,VJC,18/04,VJ81,SGN,MEL,2026-04-18 04:10:00,4,17.0,1.0,305.0,302.0,1,0.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 03:18:22,0.67,8.0,319.0
VN-A811,A330-343,17.3,VJC,18/04,VJ1443,HAN,PQC,2026-04-18 04:10:00,4,20.0,15.0,1770.0,1779.0,1,0.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:18:10,1.0,12.0,1799.0
VN-A503,A321-272N,6.8,VNA,18/04,VN1406,SGN,VDH,2026-04-18 04:15:00,4,15.0,36.0,60.0,54.0,3,45.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 03:18:22,0.67,8.0,69.0
